22.563189,88.351852,0,21994
22.537685,88.351852,0,23383
22.53794,88.354274,0,21372
22.560564,88.351465,0,22554
22.56093,88.352832,0,22142
22.54153167,88.36477667,0,24027
22.541296,88.352924,0,20141
22.54433333,88.3495,0,20458
22.561158,88.359742,0,22043
22.53937667,88.32306333,0,23491
22.552584,88.357775,0,21179
22.553098,88.351146,0,20879
22.53351667,88.35173889,0,24408
22.564423,88.351278,0,21755
22.53982,88.361684,0,21836
22.541393,88.348639,0,20495
22.537742,88.354285,0,23162
22.549193,88.350599,0,20177
22.53199833,88.35161833,0,23766
22.5379,88.351408,0,21132
22.542801,88.359982,0,20283
22.54733333,88.35616667,0,22441
22.563417,88.351273,0,23178
22.553227,88.363993,0,21121
22.53956167,88.36319667,0,23682
22.553022,88.352512,0,21171
22.561157,88.353131,0,20081
22.541292,88.365551,0,21077
22.559582,88.351752,0,20765
22.55483167,88.371915,0,23681
22.557721,88.354629,0,22779
22.544032,88.354043,0,21433
22.538138,88.345063,0,22693
22.536625,88.349374,0,21122
22.539265,88.346683,0,20649
22.544641,88.354602,0,22175
22.545538,88.353633,0,21991
22.554195,88.353743,0,22144
22.55658611,88.35451389,0,23545
22.538185,88.35127,0,22777
22.531604,88.347709,0,23961
22.549521,88.370772,0,22410
22.529158,88.3464,0,21047
22.55363889,88.35771111,0,24067
22.564876,88.352228,0,22057
22.544903,88.337238,0,22737
22.533699,88.3678,0,23448
22.562249,88.35104,0,22646
22.560654,88.351667,0,21052
22.537941,88.3512,0,22898
22.54483333,88.35466667,0,21343
22.553813,88.353465,0,23441
22.542104,88.351847,0,22876
22.557998,88.354008,0,22526
22.54733333,88.35616667,0,20619
22.542613,88.351985,0,21335
22.562909,88.351203,0,21161
22.556883,88.35543,0,20778
22.537296,88.369388,0,22833
22.541749,88.348582,0,21197
22.540179,88.358337,0,21837
22.55971,88.350929,0,20880
22.543791,88.352555,0,23760
22.544988,88.355543,0,22746
22.540319,88.365119,0,21051
22.561634,88.351884,0,22372
22.539248,88.323072,0,22727
22.553604,88.359374,0,21177
22.557899,88.354457,0,20506
22.53362833,88.347205,0,23784
22.542171,88.348741,0,21990
22.537941,88.3512,0,22899
22.552441,88.356418,0,20655
22.538751,88.344179,0,20633
22.54404,88.347776,0,20858
22.553321,88.352118,0,20875
22.532537,88.343593,0,22013
22.558089,88.353534,0,23183
22.54445278,88.36354167,0,24507
22.537955,88.35122,0,20783
22.546749,88.361213,0,20615
22.54280167,88.325025,0,22731
22.533874,88.35309,0,21790
22.54043,88.32463,0,23684
22.54314,88.357755,0,22379
22.550514,88.354725,0,22961
22.559303,88.353982,0,23233
22.536712,88.350887,0,20286
22.551485,88.355698,0,22114
22.551644,88.363361,0,21145
22.557816,88.354116,0,21245
22.560224,88.366773,0,22417
22.551535,88.355647,0,22099
22.556499,88.35418,0,21600
22.554359,88.351286,0,20834
22.556499,88.35418,0,21602
22.562067,88.35232,0,20868
22.541091,88.354714,0,21512
22.558879,88.352622,0,21642
22.550591,88.354757,0,22960
22.541091,88.354714,0,21860
22.539294,88.349654,0,21133
22.541625,88.34805278,0,24283
22.54197222,88.363275,0,24573
22.556903,88.355704,0,23117
22.561014,88.358691,0,23345
22.542659,88.362862,0,23362
22.54333333,88.358,0,22242
22.529152,88.345254,0,20716
22.552315,88.363678,0,23967
22.537194,88.358292,0,23743
22.534526,88.364823,0,21812
22.532393,88.349754,0,23398
22.54666667,88.3495,0,20727
22.536069,88.346163,0,21894
22.557899,88.354481,0,22539
22.539322,88.365051,0,21838
22.563952,88.358998,0,22935
22.529675,88.346458,0,23387
22.560757,88.351847,0,22720
22.53892667,88.32163167,0,23956
22.543484,88.358099,0,23660
22.534515,88.35355,0,20522
22.538948,88.349647,0,23908
22.546316,88.361661,0,21692
22.558572,88.352294,0,21606
22.556923,88.354494,0,20793
22.563204,88.35174,0,22169
22.537957,88.366652,0,23522
22.560757,88.351562,0,21456
22.53333167,88.346505,0,23779
22.53126,88.34653833,0,23662
22.55483167,88.371915,0,23634
22.549338,88.350103,0,22548
22.53906,88.36538,0,23782
22.554359,88.351286,0,21774
22.540957,88.366035,0,21863
22.537941,88.3512,0,22875
22.561429,88.353348,0,21295
22.55664,88.354604,0,22158
22.536186,88.352249,0,23249
22.537941,88.3512,0,22890
22.539117,88.365359,0,23803
22.562481,88.351565,0,21583
22.54003167,88.32684333,0,23566
22.554324,88.353823,0,23285
22.53888,88.321875,0,24000
22.5604,88.351444,0,20456
22.54576,88.348708,0,20397
22.539117,88.365359,0,23914
22.558518,88.352294,0,21607
22.541294,88.364787,0,20652
22.557032,88.354533,0,20412
22.541455,88.352722,0,23264
22.551654,88.371534,0,23462
22.542698,88.355852,0,21310
22.541709,88.353719,0,21037
22.536003,88.354274,0,21549
22.556826,88.352841,0,23615
22.53789,88.351378,0,20644
22.541403,88.36559,0,23627
22.537941,88.3512,0,22897
22.537941,88.3512,0,22894
22.531506,88.353094,0,23455
22.539117,88.365359,0,23801
22.542575,88.357345,0,21949
22.562996,88.352882,0,23174
22.53816,88.351227,0,24187
22.553554,88.356812,0,22049
22.564363,88.351739,0,23353
22.539117,88.365359,0,24546
22.560123,88.354948,0,22545
22.534164,88.346025,0,21318
22.533862,88.353212,0,22619
22.553702,88.349411,0,21785
22.529098,88.331663,0,21279
22.558518,88.352294,0,21388
22.547534,88.349567,0,21946
22.542842,88.352241,0,21951
22.547046,88.351517,0,21522
22.558352,88.351713,0,22569
22.538044,88.344977,0,21446
22.562481,88.351565,0,21582
22.556442,88.357264,0,21074
22.541567,88.347785,0,20829
22.54716389,88.3488,0,24517
22.535767,88.35411,0,23392
22.544638,88.356334,0,23084
22.539243,88.347756,0,21147
22.545183,88.348994,0,21336
22.553724,88.351316,0,20851
22.538969,88.35457,0,23656
22.561651,88.354226,0,22787
22.544072,88.360291,0,20464
22.541389,88.349708,0,21337
22.539159,88.347558,0,21854
22.548,88.35366667,0,23604
22.539306,88.347257,0,20780
22.54716389,88.3488,0,23963
22.539117,88.365359,0,23839
22.53358056,88.364625,0,24420
22.537747,88.35447,0,23461
22.52892222,88.34448889,0,24422
22.551446,88.352279,0,21712
22.5521,88.35260833,0,24650
22.550688,88.361913,0,22708
22.56466,88.35149,0,23349
22.54683333,88.35,0,21316
22.535559,88.351377,0,23399
22.553172,88.352181,0,20881
22.54983333,88.35016667,0,21665
22.540251,88.363396,0,21066
22.562361,88.353496,0,20012
22.542171,88.348741,0,22170
22.539015,88.322504,0,20810
22.534224,88.35076,0,22593
22.560574,88.351565,0,22607
22.563764,88.353331,0,21155
22.54814667,88.37101667,0,23853
22.561273,88.352225,0,20817
22.547797,88.354322,0,22002
22.560182,88.351646,0,20872
22.53943167,88.36258,0,23374
22.547693,88.35544,0,23862
22.539117,88.365359,0,24315
22.540945,88.354867,0,21988
22.541071,88.355167,0,23889
22.538178,88.344667,0,23049
22.554359,88.351286,0,21780
22.545055,88.353577,0,22802
22.564039,88.351297,0,23175
22.539117,88.365359,0,24417
