I#12564,3.12E-07,22.2179954,89.1160836,0
I#35688,3.14E-07,22.3209423,89.007324,0
I#4668,3.40E-07,22.2991801,89.1166476,0
I#4662,3.48E-07,22.3334368,89.1183799,0
I#37451,3.61E-07,22.9087959,88.9000334,0
I#40386,3.93E-07,22.1814322,88.0531895,0
I#12556,3.97E-07,22.8539201,89.1189998,0
I#41454,4.08E-07,22.129722,88.1302264,0
I#12756,4.09E-07,22.5697907,89.1180765,0
I#12749,4.11E-07,22.591724,89.0458346,0
I#41461,4.14E-07,22.1170329,88.135066,0
I#41457,4.15E-07,22.1193056,88.1435758,0
I#41456,4.15E-07,22.1255588,88.1372781,0
I#41463,4.16E-07,22.1171878,88.1432583,0
I#35691,4.18E-07,22.4587042,89.0332496,0
I#41459,4.21E-07,22.1284356,88.147654,0
I#9032,4.32E-07,22.1175,88.06638,0
I#12742,4.35E-07,22.5687978,89.0734576,0
I#40089,4.36E-07,22.1688795,88.1424934,0
I#12741,4.38E-07,22.5833743,89.1188993,0
I#40214,4.40E-07,22.1761929,88.0104183,0
I#41462,4.47E-07,22.1170421,88.1249691,0
I#40230,4.49E-07,22.1178939,88.1202957,0
I#35665,4.50E-07,23.099722,87.7549884,0
I#12738,4.51E-07,22.5960844,89.106067,0
I#40122,4.53E-07,22.1175674,88.1165448,0
I#40226,4.58E-07,22.1198703,88.1309221,0
I#40392,4.60E-07,22.1444609,88.0879449,0
I#39589,4.60E-07,23.1041216,87.8008261,0
I#12752,4.60E-07,22.5933342,89.1185241,0
I#12551,4.61E-07,22.8833107,89.1187997,0
I#12563,4.63E-07,23.0459944,89.1189137,0
I#12765,4.65E-07,22.5788709,89.0687635,0
I#40334,4.67E-07,22.1172055,87.9646613,0
I#12764,4.71E-07,22.5700142,89.0723305,0
I#35679,4.74E-07,22.5991446,87.8522634,0
I#40091,4.80E-07,22.1170788,88.1754685,0
I#37661,4.81E-07,23.103303,89.1029384,0
I#7048,4.84E-07,22.9881378,87.857385,0
I#40387,4.85E-07,22.1922991,88.0611124,0
I#4682,4.86E-07,23.0865178,89.117182,0
I#40340,4.88E-07,22.1596047,88.0652336,0
I#40388,4.95E-07,22.1897262,88.0598705,0
I#40339,4.98E-07,22.1532187,88.0857464,0
I#35676,4.98E-07,22.9769466,87.7920808,0
I#35660,4.99E-07,23.0090678,87.8999704,0
I#12546,5.00E-07,22.7960582,87.7754228,0
I#41330,5.00E-07,23.1056779,88.7656711,0
I#40309,5.10E-07,22.1885691,87.9831886,0
I#41366,5.12E-07,23.0854906,88.7496325,0
I#4673,5.23E-07,22.6567052,89.1189221,0
I#40329,5.23E-07,22.1173512,88.0036646,0
I#35672,5.24E-07,22.742629,87.8993062,0
I#40181,5.28E-07,22.156889,87.9197062,0
I#40341,5.28E-07,22.1240911,87.997864,0
I#35670,5.30E-07,22.7047928,87.8816493,0
I#40808,5.32E-07,22.1953269,87.9222383,0
I#41845,5.33E-07,22.4176253,88.8339172,0
I#40814,5.35E-07,22.355667,88.8762489,0
I#41514,5.36E-07,22.9379252,87.8585811,0
I#40106,5.37E-07,22.1173487,88.0034742,0
I#39562,5.38E-07,23.1055414,88.817517,0
I#40342,5.41E-07,22.1225618,87.9967268,0
I#35680,5.49E-07,22.7934556,87.7526383,0
I#40310,5.49E-07,22.456119,87.7520314,0
I#39623,5.54E-07,23.1051569,88.0098121,0
I#41374,5.54E-07,23.1059965,88.7096151,0
I#41315,5.55E-07,23.0945111,88.7176904,0
I#2129,5.56E-07,22.9030484,87.7516535,0
I#41842,5.56E-07,22.3636762,88.8518489,0
I#41844,5.57E-07,22.3752874,88.8471001,0
I#12560,5.59E-07,22.2351303,89.0872289,0
I#39483,5.62E-07,23.0432803,88.9027241,0
I#12565,5.64E-07,22.3379963,89.0354479,0
I#41370,5.64E-07,23.0986278,88.7064773,0
I#37504,5.65E-07,22.7033771,89.0948273,0
I#12518,5.69E-07,22.7573858,89.117728,0
I#40304,5.75E-07,22.2773599,87.9212937,0
I#39588,5.76E-07,22.8812041,87.7511702,0
I#12673,5.79E-07,23.1057462,88.682422,0
I#35662,5.81E-07,22.8282196,87.8502063,0
I#41340,5.82E-07,23.1057083,88.6907201,0
I#41473,5.82E-07,22.2981485,88.0709581,0
I#41354,5.84E-07,23.0852225,88.7491227,0
I#35686,5.89E-07,22.3918585,89.0274364,0
I#41356,5.90E-07,23.1055932,88.6957788,0
I#41360,5.90E-07,23.0366816,88.8016405,0
I#35715,5.91E-07,22.1171019,88.6635362,0
I#37339,5.91E-07,22.1175066,87.8770216,0
I#41469,5.91E-07,22.2986642,88.0610337,0
I#41376,5.93E-07,23.0944584,88.7341518,0
I#40185,5.94E-07,22.1636661,87.9227026,0
I#41347,5.97E-07,23.0629455,88.8058762,0
I#41373,5.97E-07,23.0515959,88.771679,0
I#41378,5.99E-07,23.1020204,88.7059314,0
I#41321,6.02E-07,23.1020492,88.7190242,0
I#37585,6.02E-07,22.9763615,88.0345846,0
I#35712,6.03E-07,22.168539,88.7879481,0
I#40298,6.06E-07,22.2663056,87.8913946,0
I#40317,6.06E-07,22.2865033,87.9212455,0
I#40311,6.07E-07,22.2871668,87.9200272,0
I#3575,6.07E-07,22.934272,88.735779,0
I#37120,6.08E-07,23.1054364,88.1932237,0
I#12505,6.09E-07,22.8444,88.8742,0
I#41351,6.13E-07,23.0453668,88.7881894,0
I#41345,6.14E-07,23.0543461,88.8221418,0
I#40928,6.15E-07,22.3395035,88.0682804,0
I#40924,6.21E-07,22.3429776,88.0646214,0
I#35658,6.21E-07,22.9000946,87.8966123,0
I#41346,6.23E-07,23.0439295,88.8186306,0
I#41334,6.25E-07,23.0521475,88.7665627,0
I#41317,6.35E-07,23.0384386,88.8325086,0
I#41368,6.36E-07,23.0452154,88.749358,0
I#41377,6.37E-07,23.1057946,88.6217554,0
I#41369,6.40E-07,23.0388519,88.8346888,0
I#39593,6.41E-07,22.2217332,88.0397049,0
I#41349,6.43E-07,23.0498656,88.7598022,0
I#12514,6.43E-07,22.5876031,88.9352276,0
I#40920,6.48E-07,22.3587671,88.0454579,0
I#40367,6.49E-07,22.1818482,88.0522283,0
I#41362,6.51E-07,23.0456548,88.8018665,0
I#40927,6.52E-07,22.360053,88.0385203,0
I#41520,6.52E-07,22.8678531,87.8777014,0
I#41322,6.55E-07,23.0371607,88.8367233,0
I#12511,6.56E-07,22.5661172,88.9109128,0
I#41342,6.58E-07,23.0446609,88.7925287,0
I#41372,6.59E-07,23.0370652,88.8360551,0
I#41526,6.61E-07,22.8953192,87.9831485,0
I#41524,6.61E-07,22.8894677,87.966254,0
I#40929,6.65E-07,22.3465495,88.0420856,0
I#40923,6.68E-07,22.3505002,88.043826,0
I#41471,6.68E-07,22.3732239,88.0713209,0
I#41475,6.70E-07,22.3509429,88.0242493,0
I#12735,6.76E-07,22.7052568,89.0206095,0
I#41464,6.76E-07,22.3457249,88.0325114,0
I#39559,6.76E-07,22.5839385,88.9228832,0
I#12545,6.80E-07,23.080794,88.4973826,0
I#41530,6.80E-07,22.8791678,87.9968945,0
I#4663,6.86E-07,22.450269,89.0373861,0
I#40275,6.86E-07,22.3243651,87.8660533,0
I#3581,6.87E-07,22.933934,88.775973,0
I#35666,6.92E-07,22.8867935,87.9402951,0
I#41476,6.93E-07,22.353629,88.0751484,0
I#39503,6.97E-07,23.1011848,88.5512445,0
I#41332,6.97E-07,23.0541798,88.8254849,0
I#41363,6.97E-07,23.0535614,88.8291806,0
I#40930,6.99E-07,22.3322202,88.02139,0
I#41528,7.01E-07,22.8725305,87.9751927,0
I#3564,7.09E-07,22.896639,88.879525,0
I#12761,7.13E-07,22.5727149,89.0772034,0
I#2111,7.13E-07,23.0987429,88.5119969,0
I#37082,7.14E-07,23.0100583,88.049226,0
I#37499,7.15E-07,22.909951,88.8942089,0
I#41395,7.15E-07,23.0222187,88.8103802,0
I#41474,7.17E-07,22.347732,88.0373499,0
I#40922,7.17E-07,22.3454129,88.036384,0
I#4770,7.18E-07,22.410934,87.752397,0
I#12674,7.19E-07,23.1038352,88.529992,0
I#9037,7.20E-07,22.1361836,88.0835092,0
I#39962,7.20E-07,22.1360551,88.0833462,0
I#41394,7.22E-07,22.9913332,88.8193691,0
I#41392,7.23E-07,23.0028124,88.7836692,0
I#41466,7.24E-07,22.3366472,88.0333432,0
I#41472,7.25E-07,22.3390762,88.0339227,0
I#39961,7.29E-07,22.136034,88.0833637,0
I#41390,7.34E-07,23.006409,88.792637,0
I#40274,7.36E-07,22.3246373,87.8663673,0
I#12762,7.37E-07,22.572645,89.0770821,0
I#37594,7.38E-07,22.9766381,88.0134381,0
I#37592,7.38E-07,22.9720153,88.0111743,0
I#41837,7.39E-07,22.6379819,88.8690137,0
I#9047,7.47E-07,22.1868812,88.1197241,0
I#12542,7.48E-07,23.0574105,88.5286431,0
I#5851,7.48E-07,22.414819,87.766079,0
I#7322,7.49E-07,23.1045058,88.0701804,0
I#7325,7.49E-07,23.1041548,88.0702402,0
I#9039,7.54E-07,22.13627,88.08364,0
I#35661,7.54E-07,22.8642823,87.9538859,0
I#41182,7.54E-07,22.4053686,87.8462047,0
I#3052,7.54E-07,22.1170366,88.3412954,0
I#40363,7.55E-07,22.1756834,88.0632258,0
I#41548,7.57E-07,22.7143951,87.9798191,0
I#41547,7.57E-07,22.7259831,87.966832,0
I#41386,7.59E-07,22.997208,88.8007609,0
I#9043,7.62E-07,22.1503934,88.0936597,0
I#12559,7.63E-07,22.8822702,89.1166629,0
I#39959,7.64E-07,22.1360321,88.0835749,0
I#41541,7.68E-07,22.7186516,87.9692428,0
I#40362,7.68E-07,22.1754572,88.0636859,0
I#41546,7.70E-07,22.7275557,87.9801649,0
I#41539,7.74E-07,22.6979765,87.9826411,0
I#41531,7.75E-07,22.8857521,87.9954233,0
I#12746,7.75E-07,22.5996563,89.1070455,0
I#41521,7.76E-07,22.9055793,88.0170644,0
I#12760,7.77E-07,22.5704213,89.0735628,0
I#41180,7.80E-07,22.3969302,87.7928529,0
I#41510,7.81E-07,22.8912821,87.9923804,0
I#41389,7.82E-07,23.0210144,88.8030029,0
I#39953,7.82E-07,22.1361986,88.0835977,0
I#41687,7.84E-07,22.7091647,87.9663221,0
I#39957,7.86E-07,22.1361315,88.0837093,0
I#41388,7.87E-07,23.017603,88.8036333,0
I#39955,7.88E-07,22.1361588,88.0836822,0
I#40116,7.89E-07,22.1878551,87.9882781,0
I#3458,7.89E-07,23.0853607,88.2411862,0
I#35695,7.89E-07,22.31542,88.6959595,0
I#39993,7.89E-07,22.4097268,87.8814089,0
I#12745,7.90E-07,22.6024636,89.1054871,0
I#41545,7.90E-07,22.7217152,87.9875713,0
I#40088,7.91E-07,22.1296975,88.1632376,0
I#40117,7.91E-07,22.1879099,87.9878423,0
I#40206,7.92E-07,22.3956906,87.7990971,0
I#15455,7.96E-07,22.413885,87.8595327,0
I#12748,7.98E-07,22.5999354,89.1071357,0
I#39954,8.00E-07,22.1361799,88.0836473,0
I#41686,8.00E-07,22.7061023,87.9802103,0
I#4672,8.02E-07,23.103964,88.215477,0
I#12759,8.02E-07,22.5704947,89.0734649,0
I#41020,8.04E-07,22.406822,87.8670492,0
I#41519,8.05E-07,22.8891704,88.0208378,0
I#12737,8.06E-07,22.6024411,89.105549,0
